col1,col2
-0.0808980134519374,-0.919101986243458
-0.232461836618337,-0.142674870005354
-0.315581237219997,0.373614602860474
-1.44409309359638,0.679380364901991
0.0967424722955158,0.182627071672404
0.527170001050401,-0.153152658397328
-0.272839190846948,-0.302852425949204
0.244663023056217,0.861687310436073
-1.13326694418605,0.868584977325863
-0.269479444289499,-0.111880115337305
-0.485487781977471,0.30832800150508
1.80596189775527,0.837129682715138
-0.35081160827331,-0.536225081019689
0.403207349630965,0.706826023922162
-1.01118362782702,0.54107548482169
0.0188549995059508,-0.816146003557658
1.73924816143737,0.954340017971883
-0.493659499170554,0.751400505727816
-0.849202429702037,-0.150797118040332
-0.703375276290532,0.935340550503359
-1.43281424880094,0.917510815283438
-0.526839840483127,0.597632691746541
-0.847247825561736,0.887200043599657
-0.219720437110624,0.581115251890373
-0.0545775810351423,0.751466079533573
-0.740583915382488,0.415667572379183
0.972400359410962,0.369136921112427
-0.93948875767952,0.999999991948003
0.903496124701317,0.174355702661837
-0.512951246156851,-0.487048640455676
0.571671672452942,0.540650677588364
-0.462231473983787,0.138024299919369
-0.750915958975798,0.750431065837013
0.720775255279602,-0.0871848643476116
0.976334567578284,0.455297357459997
0.116284266691719,0.18533906025366
-0.060687987561636,0.170759175077523
0.83776994267347,0.413159647258596
-0.267214717200692,0.751160864196127
0.222564047658804,0.268747918952607
-0.311753034619328,0.31607191340232
-1.12112355216721,0.999999990200856
0.849010754401594,-0.0415397446452882
-0.488440041089973,0.485724965482746
-0.696736175323284,0.424452372345988
1.2884284980184,0.573521830142973
-0.0939392471174805,0.856176384911141
0.0121935734790702,-0.987805801330259
1.10331350141837,0.999999793156166
-0.795255565767753,0.805061559544722
0.630970762067912,0.999999991745242
1.05175613171335,0.399088281855732
0.0154611346553407,-0.483720053442308
-0.345255540675861,0.507315409497296
0.368700569577922,0.999999995347021
-0.218816638289754,-0.124603138023727
0.388924845543035,0.0592986879137485
0.053761255768266,-0.41120773518254
-0.709014716884771,-0.0537357378806274
0.25687467230811,0.999999999734286
-0.149166895011059,-0.850832569391964
-0.819898226778521,0.802637858346853
-1.77144935521808,0.999999835063511
-0.372343893176851,0.78730854666516
0.607971007636749,0.647197299716033
1.57474108175093,0.793455509879323
-0.029314434525563,0.787341262452843
1.23500572023965,0.723936293932054
-1.89277165667338,0.999999991569103
0.356941423458289,0.0820558785562305
-0.675521978104296,0.788072868125341
0.913523914923751,0.0614428574565142
0.704476371048968,0.911798195655334
0.106778305817482,0.469165098017071
-1.20219918270372,0.999999585860221
-0.279885165837564,0.565261259941882
-0.149246294556606,-0.562357495694977
-1.47333678480927,0.603720094051302
0.883213418577796,0.836420825561951
-0.251992978111175,-0.54638032223774
0.497105634122405,-0.0429540961517435
-0.108472466132956,0.676163173580881
-0.778286341411535,0.881099904839659
-1.13659775804037,0.473367684763587
-0.345952106017067,0.999999983368712
-0.862051936358306,0.080593975998282
0.0344268135024983,-0.366201633541062
1.44189698324435,0.864145379771206
1.10364860389247,0.736177430884949
-0.533479209687855,-0.0291888609552555
0.543454009475089,-0.375469128776159
1.20779225213122,0.616927431644421
0.095960865448126,0.531772571581823
-0.211096939457207,-0.193110056908482
-0.485168551120167,0.859230021704844
-0.486448844887633,0.260860158635514
-0.933258185411757,0.893614857536615
-0.0275941121861657,-0.972405880609527
0.473520100292656,0.156934778163225
0.337531782270257,-0.532686514449881
-0.173401857136996,0.965461823327884
-0.744237812979003,0.181160313832386
0.20843580920376,-0.641150628481105
-0.590580695932333,0.999999975295666
-1.59977596966929,0.668187995748435
-0.821422812836562,0.314138603128567
-1.33939133958554,0.796506594611384
0.0493701134139171,-0.857539254088971
1.48993538075375,0.999999920057614
-0.350065915878752,0.0647671635352726
1.59637918063553,0.787297561909408
0.890330709838057,0.0406798528519578
-1.25296586709189,0.943217174934379
1.4601012179008,0.839801387685452
-1.319581746346,0.657082584602394
0.752252836449563,-0.0278825102460043
0.0411418414571848,-0.196221824642309
1.34527265960229,0.655625585197296
-0.776469579973822,0.430187045516201
0.472309326283107,0.458769061114514
0.55613954302249,0.825349969128152
0.378089385299171,0.857256872772897
-1.40961670167643,0.538347423520571
0.441821175574232,0.999999996902098
1.43100359578302,0.750493935151406
0.626001752524278,-0.192510280912869
-0.13370579272291,-0.440851917456134
-0.505915634880703,0.35829023988481
-0.626613795619064,-0.19866115077335
1.06119159470236,0.717675638478281
-0.553890928450494,0.0491225397946137
0.124146241314437,0.493288682892674
-1.65000035549578,0.667284006624301
0.294073080429767,0.886395367545224
0.398621587263484,0.951484148765206
0.641207662289926,-0.275315101797034
1.46502449168444,0.880990133375573
1.53903191525413,0.644405323819579
0.410099543007455,-0.405938471390994
0.834627992884901,0.0310832847096688
0.793828300438566,0.649328982052401
1.19308252015443,0.635034553017217
-1.47408221475244,0.678129117464733
-0.0290262057858587,-0.01615342493604
