Date,close,rv,bv,rets
2016-01-12,193.62,1.5845382263689969,1.8303480393111693,0.7985523378927724
2016-01-13,188.84,1.6779914193879994,1.6480841553312646,-2.49973796138395
2016-01-14,191.89,2.1573827247631607,2.094351492229962,1.602219550356498
2016-01-15,187.78,2.521116911283612,2.6925677359316684,-2.1651226351249537
2016-01-19,188.05,2.253942539463282,2.302183939460633,0.1436820085944133
2016-01-20,185.79,3.747152580302152,3.436983986832721,-1.2090881298266287
2016-01-21,186.68,2.952314218810248,3.0968576354435444,0.4778917463535729
2016-01-22,190.49,0.7093863701976949,0.7849543480704865,2.0203778668991745
2016-01-25,187.66,0.5016854407174479,0.4884320554669223,-1.4967884888703102
2016-01-26,190.18,0.6714863105934491,0.5455853274439093,1.3339177249394665
2016-01-27,188.12,2.005169010178421,1.6984981970357849,-1.0890935034450973
2016-01-28,189.14,1.4328360710368802,1.497780147822555,0.5407424510518719
2016-01-29,193.7,0.6639981750204453,0.6534756984438778,2.3823088825584184
2016-02-01,193.68,0.5899091501531871,0.535506523036314,-0.010325778314703
2016-02-02,190.13,0.7553595293940253,0.8658004153001896,-1.8499263908308348
2016-02-03,191.19,3.1211954629331786,2.515954130599298,0.5559649272817822
2016-02-04,191.55,1.615096434492057,1.3496962288823495,0.1881173152345717
2016-02-05,187.95,1.1372815378778538,1.034897824245857,-1.8972901136471088
2016-02-08,185.37,1.7244037760549966,1.58502178740888,-1.3822142269189046
2016-02-09,185.37,2.935286933780752,3.3662541342319487,0.0
2016-02-10,185.29,1.2138555932927475,1.2122581309390132,-0.0431662446674728
2016-02-11,183.06,1.6740233596636285,1.4684608339337095,-1.210819733768986
2016-02-12,186.64,0.5825475891552578,0.6307564492346671,1.936765975654121
2016-02-16,189.77,0.4853411212251791,0.4665036199312539,1.6631184852712964
2016-02-17,192.88,0.3727813492864268,0.4988868580086033,1.6255421307028135
2016-02-18,192.05,0.5359870919273279,0.4667763890329184,-0.4312479081001777
2016-02-19,192.02,0.4214379697339306,0.4174254563997723,-0.0156221522436056
2016-02-22,194.79,0.2322383098051611,0.1852352191912676,1.432252191902717
2016-02-23,192.36,0.4592469427483537,0.3542961569160154,-1.2553438779043018
2016-02-24,193.22,0.9907798320429232,0.9351175692829432,0.446081967990152
2016-02-25,195.53,0.4494109178676346,0.4281215653069315,1.188438424881988
2016-02-26,195.13,0.52518283549381,0.3705736354733328,-0.2047817231276193
2016-02-29,193.5,0.5370403480123516,0.369962988179836,-0.8388490637070823
2016-03-01,198.18,0.5296621635803158,0.5473909476874915,2.3898196160916805
2016-03-02,199.0,0.4007515199905216,0.4248018661452589,0.4129116093739182
2016-03-03,199.76,0.2266841110006704,0.2333295495491307,0.3811821247025351
2016-03-04,200.38,0.3414305547789404,0.3984563617357721,0.3098917859599159
2016-03-07,200.6,0.4610525530376455,0.4995970938837947,0.1097311696718294
2016-03-08,198.37,0.3428391372528306,0.3592814644611653,-1.1178901787817892
2016-03-09,199.42,0.4259984254689567,0.3765216064003007,0.5279179660629552
2016-03-10,199.54,0.9420797035716628,0.874963179223248,0.0601564084714159
2016-03-11,202.74,0.230170368911919,0.2424803577835787,1.59096524688926
2016-03-14,202.5,0.2205100839365409,0.1838530174190032,-0.1184483407659838
2016-03-15,202.17,0.199358066718707,0.2053318222763318,-0.1630958920358528
2016-03-16,203.39,0.7842615296341013,0.6974624307521836,0.601639057116866
2016-03-17,204.64,0.2645715809607991,0.3080410906751056,0.612701963312858
2016-03-18,204.44,0.2014327997114157,0.2247887226136586,-0.0977803930453708
2016-03-21,204.68,0.1844720342531068,0.1539291133912777,0.1173250036812234
2016-03-22,204.59,0.2510507019319953,0.2050781956896092,-0.0439807469155995
2016-03-23,203.24,0.2211250767796874,0.22832977300753,-0.6620429742203879
2016-03-24,203.14,0.1904001889756949,0.1988639748397692,-0.0492150214176182
2016-03-28,203.26,0.1888614025139699,0.1415986601686973,0.0590551198265331
2016-03-29,205.15,0.356785234331483,0.2125539141091442,0.925547117857472
2016-03-30,206.07,0.1783592843779771,0.1731755247785545,0.4474498005704778
2016-03-31,205.56,0.1227391517239787,0.1104318903473527,-0.2477954769871049
2016-04-01,206.89,0.284832678250544,0.2208427990652443,0.6449288931623023
2016-04-04,206.27,0.1468238318525045,0.1482491328471362,-0.3001260845148874
2016-04-05,204.19,0.3301393256459079,0.3426346345504241,-1.0135057275559622
2016-04-06,206.42,0.3122110709702297,0.3484360234887143,1.0861995202843882
2016-04-07,203.93,0.486925873695859,0.4564452495984772,-1.2136130433531356
2016-04-08,204.52,0.347694817050515,0.2631162077658511,0.2888972507542682
2016-04-11,203.98,0.387378313611953,0.350662425890456,-0.2643820389426536
2016-04-12,205.94,0.3371726890962991,0.3676314892491418,0.9562914406232812
2016-04-13,208.02,0.2116672013864295,0.2207661988361754,1.0049364696382412
2016-04-14,208.02,0.1050544344321893,0.1022408024167133,0.0
2016-04-15,207.81,0.0750939227528849,0.0627747035177248,-0.1010028222363743
2016-04-18,209.28,0.1453868550552234,0.1340606243827296,0.7048867566210557
2016-04-19,209.87,0.2181695335484647,0.1893897483246101,0.2815223140496044
2016-04-20,210.06,0.1208531599119614,0.1253147572699756,0.0904912785299479
